Text,Normalized Result
颈炎宫 / 膜炎,子宫 / 膜炎 / 子 / 宫颈炎
臀 / 先露 / 难产,臀 / 先露 / 引 / 梗阻性 / 分娩
肝门 / 胆癌 / pTN,肝门胆 / 恶性肿瘤 / 胆癌
胎儿 / 异 / 永存 / 左腔 / 泌尿系统 / 异,永存 / 左腔 / 静脉
颈部 / 淋巴瘤 / 化疗,颈部 / 恶性肿瘤 / 淋巴瘤 / 淋巴瘤 / 化学治疗
左侧 / 胸前 / 积液 / 性质 / 查 / 考虑 / 恶性,恶性 / 胸腔 / 积液
重度 / 骨质疏松症 / 冠心病 / 高血压 / 结缔组织 / 病,重度 / 骨质 / 疏松 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 高血压 / 结缔组织 / 病
子宫 / 膜 / 息肉 / 手术 / 史,子宫 / 膜 / 息肉 / 子宫 / 术后
食 / 中段 / 癌 / 放化疗 / 后,食中分 / 恶性肿瘤 / 癌 / 恶性肿瘤 / 放疗
双侧 / 颌牙列 / 部分 / 缺失 / 骨量 / 足,牙列 / 缺失
WHO / 肺 / 高压 / 心功 / III / 级,肺动脉 / 高压 / 心功 / III / 级 / NYH / 分级
左 / 足趾 / 远节 / 趾骨 / 骨折 / 左 / 足趾 / 软组织 / 缺损,足部 / 损伤 / 趾骨 / 骨折
颈部 / 软组织 / 劳损,肩 / 颈部 / 劳损
胎盘 / 异 / 回声 / 胎膜 / 下 / 血肿 / 胎盘 / 早 / 剥,胎盘 / 早期 / 剥伴 / 血
肾功 / 检查 / 异 / 结果,肾功全
左颈 / 总 / 动脉 / 发育 / 异,颈动脉 / 畸形
双 / 子宫颈,双 / 子宫颈
右腿 / 高 / 分化 / 骨肉瘤,骨肉瘤 / 股骨 / 恶性肿瘤
左肺 / 高 / 代谢 / 病灶 / 查,肺 / 诊断 / 性影异
卵巢 / 交界 / 瘤 / 术后 / 复查,卵巢 / 交界 / 性 / 肿瘤 / 卵巢 / 术后
右乳 / 中 / 分化 / 浸润性 / 导癌,乳腺 / 恶性肿瘤 / 浸润性 / 导癌
左 / 腘 / 窝囊 / 性 / 肿块,下肢 / 囊肿
脾脏 / 高度 / 充血 / 致脾肿,脾
左室 / 心肌细胞 / 呈 / 弥漫性 / 肥 / 改变 / 部分 / 变性,心肌 / 肥 / 心肌 / 变性
慢性 / 肾脏 / 疾病 / 合 / 矿物质 / 骨 / 代谢 / 异,矿物质 / 代谢 / 紊乱 / 肾小球 / 皮 / 细胞 / 病
盆腔 / 无性 / 细胞 / 瘤,无性 / 细胞 / 瘤 / 盆腔 / 恶性肿瘤
腹痛 / 肠癌 / 术后,腹痛 / 胃肠道 / 恶性肿瘤 / 癌
右 / 卵巢癌,卵巢 / 恶性肿瘤 / 癌
右乳 / 肿物 / 癌,乳房 / 肿物 / 乳腺 / 恶性肿瘤 / 癌
右手 / 小指 / 伸 / 肌腱 / 扩张 / 部 / 部分 / 撕裂,手部 / 韧 / 断裂
双肺 / 病灶 / 性质 / 查炎 / 性性 / 恶性 / 外,肺炎 / 双肺 / 恶性肿瘤
右 / 肺叶 / 小 / 细胞 / 癌 / 伽玛刀 / 治疗 / 后 / 化疗 / 后,右 / 肺叶 / 恶性肿瘤 / 小 / 细胞 / 癌 / 化学治疗 / 恶性肿瘤 / 放疗
左 / 前臂 / 广泛 / 肌肉 / 缺血 / 坏死,肢供 / 血足
右肺 / 肿物 / 肺癌,右 / 肺叶 / 恶性肿瘤 / 癌肺 / 肿物
副 / 乳腺 / 囊性 / 增生,副 / 乳腺 / 囊性 / 增生
停周 / B超 / 提示 / 胎儿 / 胃 / 部分 / 肠 / 扩张,妊娠 / 状态
右 / 卵巢 / 高级 / 浆液 / 性癌 / II / 期,卵巢 / 恶性肿瘤 / 浆液 / 性癌
腹 / 适伴 / 隐痛,腹痛
主动脉弓 / 粥样 / 斑块 / 形成 / 腔 / 轻度 / 狭窄,主动脉弓 / 狭窄
双侧 / 胸腔 / 积液 / 伴 / 肺炎,胸腔 / 积液 / 肺炎
异 / 痔疮,痔异
颅底 / 凹陷 / 继发性 / 颈髓 / 病变,脊髓 / 病
降 / 结肠 / 腺瘤,降 / 结肠 / 良性肿瘤 / 腺瘤
非 / 霍金 / 淋巴瘤 / Ⅲ / 期 / 弥漫 / B / 细胞 / 淋巴瘤 / 检查,弥漫 / B / 细胞 / 淋巴瘤
左 / 桡骨 / 下端 / 骨,桡骨 / 骨折 / 接
乳腺癌 / 化疗 / 左 / 乳癌 / 术 / 前 / 化疗,乳腺 / 恶性肿瘤 / 癌 / 恶性肿瘤 / 术 / 前 / 化疗
右 / 拇指 / 开放性 / 脱位,拇指 / 关节 / 脱位 / 拇指 / 开放性 / 损伤
肾造 / 瘘 / 术后 / 左,肾造口 / 状态
左手 / 掌骨 / 部分 / 骨质 / 缺损 / 腕掌 / 关节 / 脱位,腕掌 / 关节 / 脱位
右肺 / 小 / 细胞 / 癌 / 化疗,右肺 / 恶性肿瘤 / 小 / 细胞 / 癌 / 化学治疗
右侧 / 额部 / 脑膜瘤,脑膜瘤
直肠 / 肛盲 / 瘘,盲瘘
右 / 乳癌 / 术前 / 新 / 辅助 / 化疗,乳腺 / 恶性肿瘤 / 化学治疗 / 癌
右中 / 肺 / 腺癌 / cTNMb / Ⅳ / 期 / EGFR / 基 / 检测 / 野生型,右肺 / 恶性肿瘤 / 腺癌
热液 / 烫伤 / 双股 / 阴部 / TBS / Ⅱ / 度,沸水 / 烫伤 / 阴 / 烫伤 / 下肢 / 烫伤
臀部 / 疖肿 / 金黄色 / 葡萄球菌,臀部 / 疖 / 金黄色 / 葡萄球菌 / 感染
颅底 / 骨 / 放射性 / 坏死,放射性 / 损害 / 骨坏死
软组织 / 肉瘤 / 肠系膜 / 脂肪 / 肉瘤,脂肪 / 肉瘤 / 软组织 / 肉瘤 / 肠系膜 / 恶性肿瘤
GU / 治疗 / 后 / 复查 / CG / 伴 / 糜烂,慢性 / 胃炎 / 糜烂性 / 胃炎
右侧 / 恶性 / 胸水 / 原发 / 病灶 / 查,恶性 / 胸腔 / 积液
甲状腺 / 滤泡 / 性 / 腺瘤 / 伴囊 / 性变,甲状腺 / 良性肿瘤 / 滤泡 / 性 / 腺瘤
左 / 中环 / 小指 / 掌侧 / 皮肤 / 挛缩 / 伴功 / 障碍,瘢痕 / 挛缩
巧克力 / 囊肿 / 守候 / 治疗 / 后,卵巢 / 巧克力 / 样 / 囊肿 / 卵巢 / 术后
滋养 / 细胞 / 肿瘤 / IV / 次 / 诱导 / 化疗 / 后,滋养 / 细胞 / 病 / 化学治疗
侵 / 子宫 / 后壁 / 双侧 / 肛 / 提肌,子宫 / 继发 / 恶性肿瘤
前降 / 支肌桥 / 重度,冠状动脉 / 肌桥
身体 / 体表 / 烧伤,体表 / 烧伤
肾腺 / 增生 / 引 / 原发性 / 醛 / 酮症,肾腺 / 增生 / 原发性 / 醛 / 酮 / 增症 / 低 / 肾素 / 性醛 / 酮 / 增症
右肺 / 中央 / 型腺 / 鳞癌 / pTNMIIIa / 期 / 术后 / 伴 / 右肺 / 右 / 胸壁 / 肋骨 / 发转,肺 / 术后 / 右 / 肺叶 / 恶性肿瘤 / 鳞状 / 细胞 / 癌肺 / 继发 / 恶性肿瘤 / 胸壁 / 继发 / 恶性肿瘤 / 肋骨 / 继发 / 恶性肿瘤 / 转移性 / 癌
胼胝 / 体 / 膝部 / 发育 / 良,胼胝 / 体 / 发育 / 全
先天 / 喉 / 软骨 / 发育 / 良,先天性 / 喉 / 发育 / 全
患 / 肿瘤 / 晚期 / 恶液 / 质变 / 予 / 静脉 / 营养 / 支持,恶病质 / 恶性肿瘤
细菌 / 口腔炎,口炎 / 细菌 / 感染
肾腺 / 皮质 / 发育 / 全,肾腺 / 发育 / 良
右肺 / 斑片影 / 陈旧性 / 病变 / 性,肺病 / 肺部 / 阴影
溃疡性 / 中 / 分化腺癌,腺癌
右 / 臀部 / 典型 / 纤维组织 / 瘤,臀部 / 纤维瘤 / 病
皮肤 / 炎性 / 周围 / 神病,发性 / 神病 / 发性 / 神炎 / 周围 / 神炎
乳癌 / 晚期,乳腺 / 恶性肿瘤 / 癌
双耳 / 重度 / 感音性 / 聋,双侧 / 感音 / 神性 / 聋
胰腺 / 导 / 粘液 / 样瘤,粘液 / 瘤 / 胰腺 / 良性肿瘤
脑发 / 缺血性 / 脱髓鞘 / 灶幕 / 脑室 / 增,脱髓鞘 / 病 / 脑室 / 扩张
肾病 / 慢性 / 胃窦炎,肾病
额部 / 创伤 / 后 / 愈,头部 / 损伤 / 开放性 / 损伤 / 愈合 / 良
左肋 / 腋部 / 肋骨 / 折,根肋骨 / 骨折 / 伴 / 肋骨 / 骨折
妊产 / 妊周 / 臀头位,妊娠 / 状态
双 / 卵巢 / 中 / 低 / 分化 / 子宫 / 膜样 / 腺癌,卵巢 / 恶性肿瘤 / 子宫 / 膜样 / 腺癌
垂直阻生 / D / 舌侧 / 错位 / D / 扭转,阻生牙 / 牙齿 / 扭转 / 牙齿 / 错位
宫颈癌 / 术后 / 下 / 腹痛,宫颈 / 术后 / 子宫颈 / 恶性肿瘤 / 癌下 / 腹痛
左 / 肾 / 轻中度 / 受损,肾 / 损伤
CBG / 术后 / 胸腔 / 积水,冠状动脉 / 搭桥术 / 后 / 胸腔 / 积液
右侧 / 腋下 / 皮脂腺 / 囊肿,皮脂腺 / 囊肿
高血压病 / 病,高血压
甲状腺 / 乳头状 / 癌 / 术后 / 伴双 / 肺 / 转移 / TxNbM / Ⅳ / c / 期高危,甲状腺 / 恶性肿瘤 / 甲状腺 / 术后 / 甲状腺 / 乳头状 / 癌肺 / 继发 / 恶性肿瘤 / 转移性 / 乳头状 / 癌
食癌 / 术后 / pTN / 放化疗 / 细胞 / 低下 / 恶心 / 吐 / 血小板 / 低 / 放射性 / 食炎 / 疼痛,食 / 术后 / 食 / 恶性肿瘤 / 恶性肿瘤 / 术后 / 放疗 / 恶性肿瘤 / 术后 / 化疗 / 细胞 / 减少 / 恶心 / 吐 / 血小板 / 减少 / 放射性 / 食炎 / 疼痛 / 癌
左膝 / 外侧 / 滑 / 瞙 / 皱襞 / 综合症,膝关节 / 滑膜 / 皱襞 / 综合征
直肠 / 中 / 高 / 分化腺癌,直肠 / 恶性肿瘤 / 腺癌
口腔癌,口腔 / 恶性肿瘤 / 癌
颈椎 / 癌,颈椎 / 恶性肿瘤 / 癌
左 / 下肢 / 疼痛 / 伴力 / 弱,下肢 / 疼痛
左肺 / 曲霉 / 球病,肺 / 曲霉菌 / 病
视网膜 / 动脉 / 闭塞 / OD,视网膜 / 动脉 / 阻塞
造瘘 / 口 / 旁 / 皮肤 / 红肿,人工 / 造口 / 状态
阴道 / 鳞状 / 细胞 / 癌,阴道 / 恶性肿瘤 / 鳞状 / 细胞 / 癌
腰腰 / 陈旧性 / 压缩 / 病变,腰椎 / 压缩性 / 骨折 / 陈旧性 / 腰椎 / 骨折 / 腰椎 / 骨折 / L / 腰椎 / 骨折 / L
双 / 眼睑 / 发性 / 化脓性 / 肉芽 / 霰粒肿,眼睑 / 肉芽肿 / 化脓性 / 肉芽肿 / 睑 / 板腺 / 囊肿 / 霰粒肿
左 / 拇指 / 指 / 畸形,未特 / 指指 / 趾 / 畸形
鼻 / 背部 / 色斑,色素 / 斑
头昏 / 胀 / 高 / TC,头晕 / 高胆醇 / 血症
右小腿 / 软组织 / 撕脱 / 缺损,小腿 / 撕脱 / 伤
咽部 / 乳头状 / 瘤,咽 / 良性肿瘤 / 乳头状 / 瘤
腺样体 / 慢性 / 炎症,扁桃体 / 腺样体 / 慢性 / 疾病
毛细 / 血 / 扩张 / 化斑,毛细 / 血 / 扩张 / 症 / 日晒 / 伤
腰椎 / 体 / 爆裂 / 骨折,腰椎 / 骨折 / L
消化道 / 血 / 胃溃疡 / 性,消化道 / 血 / 胃溃疡
右 / 下颌骨 / 成釉细胞 / 瘤,下颌骨 / 良性肿瘤 / 成釉细胞 / 瘤
胃发 / 息肉 / 病,胃 / 息肉
右膝 / 髌 / 股关节 / 退变 / 股骨 / 髁 / 骨 / 梗死,侧 / 膝关节 / 骨性 / 关节病 / 骨坏死
面部 / 色素 / 沉查,色素 / 沉未 / 特指 / 疾患
心律 / 失 / 胆汁 / 反流性 / 胃炎 / 乳腺 / 增生 / 嗽 / 查 / 肺 / 小 / 结节 / 腹部 / 适 / 胃镜 / 检查 / 肠 / 镜检查,心律 / 失反 / 流性 / 胃炎 / 乳腺 / 增生 / 嗽 / 肺 / 占位性 / 病变 / 胆汁 / 反流
甲状旁腺 / 腺病排,甲状旁腺 / 未 / 特指 / 疾患
左心室 / 高 / 电压 / T / 波 / 改变 / 升 / 主动脉 / 增宽,心电图 / 异
隔 / 淋巴结 / 恶性肿瘤,未 / 特指 / 淋巴结 / 恶性肿瘤
囊 / 肾血,先天性 / 囊 / 肾 / 肾血
甲状腺 / 滤泡 / 性 / 腺瘤 / 伴血囊 / 性变,甲状腺 / 良性肿瘤 / 滤泡 / 性 / 腺瘤
发 / 腰椎 / 压缩性 / 骨折,腰椎 / 压缩性 / 骨折 / 腰椎 / 发 / 性骨折
颈 / 胸椎 / 病损 / 截瘫,截瘫 / 双下肢 / 瘫痪
糜烂性 / 胃炎 / 异位 / 胰腺,糜烂性 / 胃炎 / 胰腺 / 异位
前臂 / 肌肉 / 扭伤,身体 / 未 / 特指 / 部位 / 脱位 / 扭伤 / 劳损
腰椎 / 体 / 爆裂 / 骨折 / 脊髓 / 损伤,腰椎 / 骨折 / L / 腰部 / 脊髓 / 损伤
系统性 / 红斑狼疮 / 伴 / 干燥 / 综合征,系统性 / 红斑狼疮 / 干燥 / 综合征 / 舍格伦 / 综合征
头 / 腹部 / 左侧 / 臀部 / 伤,头部 / 损伤 / 腹部 / 损伤 / 人殴 / 踢 / 拧 / 咬 / 抓 / 伤处 / 损伤
肺癌 / 晚期 / 化疗 / 慢支 / 恶 / 液质 / 病重 / 长期 / 难 / 进食 / 营养 / 良 / 行动,肺 / 恶性肿瘤 / 化学治疗 / 慢性 / 支气炎 / 恶病质 / 进食 / 障碍 / 营养 / 良癌
右乳 / 恶性肿瘤 / 放疗,乳腺 / 恶性肿瘤 / 恶性肿瘤 / 放疗
胃角 / 溃疡 / 型 / 中 / 分化腺癌 / pTb,胃 / 恶性肿瘤 / 腺癌
颊 / 粘膜 / 裂伤,口腔粘膜 / 开放性 / 损伤
感 / 肺炎 / 恢复期 / 热性 / 惊厥 / 颅 / 感染,呼吸道 / 感染 / 肺炎 / 治疗 / 后 / 恢复期 / 热性 / 惊厥 / 颅 / 感染
胆囊 / 胆醇样 / 息肉,胆囊息肉
右肺 / 细胞 / 癌 / 骨转移 / 隔 / 淋巴结 / 转移 / 锁骨 / 淋巴结 / 转移 / 刺激性 / 嗽,右肺 / 恶性肿瘤 / 细胞 / 癌骨 / 继发 / 恶性肿瘤 / 转移性 / 细胞 / 癌隔 / 淋巴结 / 继发 / 恶性肿瘤 / 锁骨 / 淋巴结 / 继发 / 恶性肿瘤 / 嗽
发性 / 脑梗塞 / 脑缺血 / 脱髓鞘 / 记忆力 / 减退,发性 / 脑梗死 / 脑血供 / 血足 / 脱髓鞘 / 性 / 脑病
腰部 / 皮肤 / 擦伤,躯干 / 浅表 / 擦伤
左膝 / 符合 / 游体 / 软骨 / 组织 / 主 / 局部 / 伴 / 骨化,膝关节 / 游体
右 / 前臂 / 肌肉 / 软组织 / 缺血 / 坏死,肢供 / 血足
右侧 / 股头 / 肌 / 送检 / 横纹肌 / 组织 / 部分 / 萎缩 / 变性,肌纤维 / 变性 / 下肢 / 肌肉 / 萎缩
右侧 / 肺炎 / 伴 / 肺炎 / 旁 / 胸腔 / 积液,肺炎 / 胸腔 / 积液
臀部 / 皮肤 / 软组织 / 挫伤,臀部 / 挫伤
双 / 卵巢 / 低中 / 分化 / 浆液 / 性 / 乳头状 / 腺癌,卵巢 / 恶性肿瘤 / 乳头状 / 浆液 / 性 / 腺癌
肠 / 病毒性 / 结膜炎,病毒性 / 结膜炎
糖尿病 / 性神 / 病变 / 足病,糖尿病足
部分 / 小肠 / 缺血 / 坏死 / 回肠 / 部分 / 盲肠 / 术,缺血性 / 肠 / 坏死 / 回肠 / 术后 / 盲肠 / 术后
小腿 / 扭伤,下肢 / 关节 / 韧 / 扭伤
开水 / 烫伤 / 全身 / 处,沸水 / 烫伤 / 发 / 烫伤
双侧 / 额叶 / 脱髓鞘 / 缺血性 / 改变,脱髓鞘 / 性 / 脑病
十指 / 肠 / 球部 / 溃疡 / 合 / 梗阻,十指 / 肠 / 球部 / 溃疡 / 十指 / 肠梗阻
心律 / 失 / 高血压 / 肿瘤 / 冠心病 / 脑血病,心律 / 失 / 高血压 / 性质 / 未 / 特指 / 肿瘤 / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / 脑血病
头痛 / 吐 / 原查,头痛 / 吐
左 / 足趾 / 肿物 / 恶黑,足 / 肿物 / 恶性 / 黑色素瘤 / 恶性 / 黑色素瘤
高血压 / 性 / 心脏 / 心脏 / 增心功 / IIIIV / 级,心功 / III / 级 / NYH / 分级 / 心功 / IV / 级 / NYH / 分级 / 慢性 / 心力衰竭
右 / 颞 / 顶骨 / 面积 / 粉 / 凹陷 / 性碎 / 性骨折,颅骨 / 骨折
距 / 肛门 / cm / 结肠 / 状 / 腺瘤 / Ⅱ / 级,结肠 / 良性肿瘤 / 状 / 腺瘤
脑肿瘤 / 放疗 / 后,脑 / 恶性肿瘤 / 恶性肿瘤 / 放疗
冠心病 / 高血压病 / 腰腿痛 / 脑血栓,冠状动脉 / 粥样 / 硬化性 / 心脏病 / 高血压 / 脑血栓 / 形成 / 腰痛 / 下肢 / 疼痛
右肺 / 尖 / 陈旧性 / 病变 / 左肺 / 下叶 / 纤维 / 增殖 / 灶,肺病
结肠癌 / 右 / 肺叶 / 小 / 结节,结肠 / 恶性肿瘤 / 肺 / 占位性 / 病变 / 癌
双下肢 / 软组织 / 损伤,下肢 / 未 / 特指 / 损伤 / 水平 / 未 / 特指
IVF / 治疗 / 异位 / 高 / PRL / 血症,胚胎 / 移植术 / 后 / 高 / 泌乳素 / 血症
秘 / 关节炎 / 退 / 变性,秘 / 骨关节 / 病
右 / 眼眶 / 炎性,未 / 特指 / 眼眶 / 疾患
型 / 糖尿病足 / 感染,型 / 糖尿病 / 性 / 下肢 / 感染
膀胱 / 造瘘 / 术后,膀胱 / 造口 / 状态
荨麻疹 / 慢性 / 皮炎,慢性 / 荨麻疹 / 皮炎
胃肠道 / 功良,胃肠 / 功 / 紊乱
非 / 霍金 / 淋巴瘤 / 滤泡 / 弥漫 / B / 细胞 / 转化,非 / 霍金 / 淋巴瘤
处 / 皮肤 / 撕裂 / 伤 / 污染 / 严重 / 头皮 / 血肿 / 处 / 软组织 / 损伤 / 脑伤 / 脏 / 损伤,处 / 撕裂 / 伤 / 头皮 / 血肿 / 处 / 损伤 / 创伤性 / 脑损伤
腰椎间盘 / 腰椎 / 腰 / 骶椎 / 突 / 继发 / 椎,腰椎间盘 / 突
全身 / 关节 / 肿痛,关节 / 肿胀 / 关节痛
药疹 / 疱性 / 表皮 / 坏死 / 松解 / 症,莱尔 / 综合征 / lyell / 综合征
右侧 / 面部 / 麻木 / 原 / 躯体 / 化 / 障碍 / 外,躯体 / 化 / 障碍
贫血 / 妊娠,贫血 / 妊娠 / 状态
脓毒症 / 性 / 脑病,脓毒症
烧烫伤 / 急,烧伤 / 烫伤
取右 / 胫骨 / 装置,取 / 装置
左 / 乳腺癌 / STNMO / 化疗,乳腺 / 恶性肿瘤 / 癌 / 化学治疗
十指 / 肠 / T / 细胞 / 淋巴 / 肿瘤,肠 / 淋巴瘤 / T / 细胞 / 淋巴瘤
肾 / 透明 / 细胞 / 癌伴 / 囊 / 性变,肾 / 恶性肿瘤 / 透明 / 细胞 / 癌
婴儿 / 支气炎,支气炎
胃低 / 分化腺癌 / 化疗 / 后,胃 / 恶性肿瘤 / 腺癌 / 化学治疗
型 / 糖尿病 / 骨质疏松症,型 / 糖尿病 / 骨质 / 疏松
冠心病 / 心绞痛 / 型,冠状动脉 / 粥样 / 硬化性 / 心脏病 / 心绞痛
骨 / 纤维 / 异样 / 增殖 / 症 / 下颌骨,颌骨 / 纤维 / 异 / 增殖 / 症
右膝 / O / 右膝 / 外踝 / 角 / zi / 综合征,侧 / 膝关节 / 骨性 / 关节病 / 踝关节 / 撞击 / 综合征
外源性 / 肺泡 / 炎,敏 / 性肺炎 / 外源性 / 敏性 / 肺泡 / 炎
冠心病 / 稳性 / 心绞痛 / 支架 / 植入术 / 后,冠状动脉 / 粥样 / 硬化性 / 心脏病 / 稳性 / 心绞痛 / 冠状动脉 / 支架 / 植入术 / 后 / 状态
右膝 / 髋关节 / 病变 / 查,膝关节 / 病 / 髋关节 / 病
运动 / 发育 / 迟缓 / 歌舞伎 / 综合症,发育 / 迟滞 / 歌舞伎 / 面谱 / 综合征 / Kabuki / 综合征
左心 / 收缩 / 功 / 减弱,心功全
乙状结肠 / 状 / 腺癌 / 维持性 / 化学治疗,乙状结肠 / 恶性肿瘤 / 状 / 腺癌 / 恶性肿瘤 / 维持性 / 化学治疗
局造 / 灶性 / 高级 / 鳞 / 状皮 / 病变 / LEEP / 治疗,宫颈 / 术后
前列腺 / 特指 / 疾病 / PS / 增 / 高原 / 查,前列腺 / 特指 / 疾患 / PS / 升高
左足 / 皮肤 / 割伤,足部 / 开放性 / 损伤
宫颈癌 / Ⅱ / b / 期 / 化疗 / 后,子宫颈 / 恶性肿瘤 / 化学治疗 / 癌
子宫 / 肌瘤 / 病,子宫 / 平滑肌 / 瘤
原发 / 孕 / 结核性,原发 / 孕 / 结核 / 感染
颈椎病 / 颈项 / 痛 / 腰腿痛,颈椎病 / 颈痛 / 腰痛 / 下肢 / 疼痛
眼睑 / 血点查,血 / 斑点
继发性 / 凝血 / 机异 / 维生素 / K / 赖型,凝血 / 功异 / 维生素 / K / 缺乏
中 / 分化 / 宫膜样 / 腺癌,子宫 / 膜样 / 腺癌 / 子宫 / 膜 / 恶性肿瘤
宫颈 / 皮瘤 / 变 / III,子宫颈 / 皮瘤 / 变 / III / 级 / CINIII / 级
颈髓 / 缺血 / 变性 / CC / 水平,脊髓 / 变性 / 脊髓 / 缺血
直肠 / 结肠 / 粘膜 / 低级 / 状 / 绒毛状 / 腺瘤,直肠 / 良性肿瘤 / 状 / 绒毛状 / 腺瘤
枕部 / 皮肤 / 坏死 / 伴 / 缺损,头 / 面部皮肤 / 坏死 / 皮肤 / 缺损
新生儿 / 缺血 / 缺氧性 / 脑损伤,新生儿 / 缺氧 / 缺血性 / 脑病
身 / 免疫性 / 胃炎,胃炎
妊娠 / 急腹症,急腹症 / 妊娠 / 状态
泌乳 / 综合征 / 福奥氏 / 综合征,停 / 泌乳 / 综合征
中毒 / 型 / 表皮 / 坏死 / 松解 / 症,莱尔 / 综合征 / lyell / 综合征
左小腿 / 左足 / 广泛 / 皮肤 / 软组织 / 剥脱 / 伴 / 缺损,足部 / 软组织 / 撕脱 / 伤
结肠癌 / 逆 / 焦虑 / 抑郁 / 状态,结肠 / 恶性肿瘤 / 逆癌 / 焦虑 / 状态 / 抑郁 / 状态
呼吸道 / 感染 / 鼻窦炎 / 腹泻,呼吸道 / 感染 / 鼻窦炎
双下肢 / 敏性 / 水疱,下肢 / 浅表 / 水疱 / 敏 / 反应
认知 / 功 / 减退,认知障碍
房 / 水平 / 局限性 / 左右 / 分流 / 小房 / 缺卵 / 圆孔 / 未闭,卵 / 圆孔 / 未闭 / 房间隔 / 缺损
外伤性 / 文身,纹身
左手 / IIV / 指 / 部分 / 坏死 / 左臂 / 皮肤 / 坏死,肢 / 皮肤 / 坏死 / 手 / 坏死
右足 / 左小腿 / 骨折 / 复查,足 / 骨折 / 未 / 特指 / 小腿 / 骨折
膈 / 淋巴结 / 炎症,隔 / 淋巴结炎
CC / 水平 / 脊髓 / 异 / 病变 / 脱髓鞘,脱髓鞘 / 性 / 脊髓 / 病
眶 / 癌,眶 / 恶性肿瘤 / 癌
慢性 / 肝炎 / 动 / 性肝炎,慢性 / 动 / 性肝炎
下肢 / 皮样 / 肉芽肿 / 性病变 / 伴凝性 / 坏死 / 右腿,肉芽肿
胆道 / 扩张 / 症 / 肝功 / 良,胆 / 扩张 / 肝功 / 全
食低 / 分化 / 癌,食 / 恶性肿瘤 / 癌
巨脾脂质 / 组织细胞 / 增症 / Gaucher / 病,脑苷脂 / 贮积 / 综合征 / 戈谢病
右 / 结肠 / 高中 / 分化腺癌,结肠 / 恶性肿瘤 / 腺癌
胆囊结石 / 术后,胆囊结石 / 胆囊 / 术后
双侧 / 股骨 / 发育畸形,先天性 / 股骨 / 发育 / 良
腭部 / 擦伤,口腔 / 咽喉部 / 损伤
右额部 / 皮下脂肪 / 瘤,皮下脂肪 / 瘤 / 头部 / 脂肪瘤
右臂 / BOWEN / 病,肢 / 恶性肿瘤 / 鲍恩病
右颈 / 神鞘瘤,颈部 / 周围 / 神 / 主神 / 良性肿瘤 / 神鞘瘤
颈 / 融合 / 颈稳 / 脊柱 / 轻度 / 侧弯,先天性 / 颈椎 / 体 / 融合 / 颈椎 / 稳 / 脊柱 / 侧弯
左 / 中指 / 末节 / 指骨 / 部分 / 缺损 / 皮肤 / 软组织 / 缺损,皮肤 / 缺损
面部 / 斑原查 / 蛔虫 / 症,斑病 / 类处 / 蛔虫病
右侧 / 鼻翼 / 皮肤 / 肿物,鼻部 / 肿物 / 皮肤 / 肿物
右乳 / 良性 / 导 / 扩张 / 左乳 / 良性 / 导 / 扩张,乳腺 / 导 / 扩张 / 症
骨髓 / MM / 化疗 / 后 / 部分 / 缓解 / 骨髓 / 象 / 浆细胞,发性 / 骨髓瘤 / 化学治疗
左手 / 小 / 指甲 / 床 / 破裂 / 指甲 / 脱落,甲脱
脑发 / 缺血 / 梗塞 / 灶双 / 侧脑室 / 旁卵 / 圆 / 中心,发性 / 脑梗死
双下肢 / 动 / 受限 / 原失性 / 肌萎缩,失性 / 肌肉 / 萎缩 / 运动障碍
食癌 / 造影 / 检查 / 隔 / 腹腔 / 淋巴结 / 转移 / 胃镜 / 检查 / 局麻 / 预防 / 血 / 疼痛 / 成人 / 进食 / 鼻饲,食 / 恶性肿瘤 / 隔 / 淋巴结 / 继发 / 恶性肿瘤 / 腹腔 / 淋巴结 / 继发 / 恶性肿瘤 / 疼痛 / 进食 / 障碍 / 癌
B / 细胞 / 淋巴瘤 / 倾 / 粘膜 / 相关 / 淋巴瘤,粘膜 / 相关 / 淋巴 / 组织 / 结 / 外缘 / 区 / B / 细胞 / 淋巴瘤
右 / 髋臼 / 缘 / 骨质 / 破坏 / 查 / 撞击 / 综合征,骨质 / 破坏 / 髋关节 / 撞击 / 综合征
双侧 / 肾造 / 瘘 / 术后,肾造口 / 状态
下肢 / 血病,周围 / 血 / 疾病
左腰适 / 左 / 肾结石 / 胆囊炎,肾结石 / 胆囊炎
右肺 / 小 / 细胞 / 癌 / ED / 期,右肺 / 恶性肿瘤 / 小 / 细胞 / 癌
肝细胞 / 变性 / 肝细胞 / 毛细 / 胆 / 广泛 / 淤胆,胆汁 / 淤积 / 症
痹证 / 骨关节 / 病 / 两种 / 膏药 / 错开 / 使 / 肝 / 热秘,骨关节 / 病秘
宫膜性 / 增生 / 伴 / 局部 / 腺皮 / 非 / 典型性,子宫 / 膜 / 增生 / 宫颈 / 皮 / 典型 / 增生
膀胱 / 颈 / 糜烂,膀胱 / 未 / 特指 / 疾患
胸 / 腰椎间盘 / 退行性 / 病变,腰椎 / 退行性 / 病变 / 胸椎 / 退行性 / 病变
全 / 流产 / 术后,未 / 特指 / 流产 / 完全性 / 无发症
