Text,Normalized Result,label
腰1腰5陈旧性压缩病变,腰椎压缩性骨折 陈旧性腰椎骨折 腰椎骨折L1 腰椎骨折L5,1.0
双眼睑多发性化脓性肉芽霰粒肿,眼睑肉芽肿 化脓性肉芽肿 睑板腺囊肿霰粒肿,1.0
左拇指多指畸形,未特指的多指趾畸形,1.0
鼻背部色斑,色素斑,1.0
头昏胀高TC,头晕 高胆固醇血症,1.0
右小腿软组织撕脱并缺损,小腿撕脱伤,1.0
咽部乳头状瘤,咽良性肿瘤 乳头状瘤,1.0
腺样体慢性炎症,扁桃体和腺样体的其他慢性疾病,1.0
毛细血管扩张光老化斑,毛细血管扩张症 日晒伤,1.0
腰1椎体爆裂骨折,腰椎骨折L1,1.0
上消化道出血胃溃疡可能性大,上消化道出血 胃溃疡,1.0
右下颌骨成釉细胞瘤,下颌骨良性肿瘤 成釉细胞瘤,1.0
胃多发息肉病,胃息肉,1.0
右膝髌股关节退变股骨内髁骨梗死,单侧膝关节骨性关节病 骨坏死,1.0
面部色素沉着待查,色素沉着未特指的疾患,1.0
心律失常胆汁反流性胃炎乳腺增生咳嗽待查肺小结节腹部不适胃镜检查肠镜检查,心律失常 反流性胃炎 乳腺增生 咳嗽 肺占位性病变 胆汁反流,1.0
甲状旁腺腺病待排,甲状旁腺未特指的疾患,1.0
左心室高电压T波改变升主动脉增宽,心电图异常,1.0
纵隔淋巴结恶性肿瘤,未特指的淋巴结恶性肿瘤,1.0
多囊肾并出血,先天性多囊肾 肾出血,1.0
甲状腺滤泡性腺瘤伴出血囊性变,甲状腺良性肿瘤 滤泡性腺瘤,1.0
多发腰椎压缩性骨折,腰椎压缩性骨折 腰椎多发性骨折,1.0
颈胸椎病损并截瘫,截瘫双下肢瘫痪,1.0
糜烂性胃炎异位胰腺,糜烂性胃炎 胰腺异位,1.0
前臂肌肉扭伤,身体未特指部位的脱位扭伤和劳损,1.0
腰1椎体爆裂骨折并脊髓损伤,腰椎骨折L1 腰部脊髓损伤,1.0
系统性红斑狼疮伴干燥综合征,系统性红斑狼疮 干燥综合征舍格伦综合征,1.0
头腹部左侧臀部打伤,头部损伤 腹部损伤 被别人殴打踢拧咬或抓伤 多处损伤,1.0
肺癌晚期化疗慢支恶液质病重长期难以进食营养不良行动不便,肺恶性肿瘤 化学治疗 慢性支气管炎 恶病质 进食障碍 营养不良 癌,1.0
右乳恶性肿瘤放疗,乳腺恶性肿瘤 恶性肿瘤放疗,1.0
胃角溃疡型中分化腺癌pT4b,胃恶性肿瘤 腺癌,1.0
颊粘膜裂伤,口腔粘膜开放性损伤,1.0
上感肺炎恢复期热性惊厥颅内感染,上呼吸道感染 肺炎 治疗后恢复期 热性惊厥 颅内感染,1.0
胆囊胆固醇样息肉,胆囊息肉,1.0
右肺大细胞癌骨转移纵隔淋巴结转移锁骨上淋巴结转移刺激性咳嗽,右肺恶性肿瘤 大细胞癌 骨继发恶性肿瘤 转移性大细胞癌 纵隔淋巴结继发恶性肿瘤 锁骨上淋巴结继发恶性肿瘤 咳嗽,1.0
多发性脑梗塞 脑缺血脱髓鞘 记忆力减退,多发性脑梗死 脑血管供血不足 脱髓鞘性脑病,1.0
腰部皮肤擦伤,躯干浅表擦伤,1.0
左膝符合游离体以软骨组织为主局部伴骨化,膝关节游离体,1.0
右前臂肌肉软组织缺血坏死,上肢供血不足,1.0
右侧股四头肌送检横纹肌组织部分萎缩变性,肌纤维变性 下肢肌肉萎缩,1.0
右侧肺炎伴肺炎旁胸腔积液,肺炎 胸腔积液,1.0
臀部皮肤软组织挫伤,臀部挫伤,1.0
双卵巢低中分化浆液性乳头状腺癌,卵巢恶性肿瘤 乳头状浆液性腺癌,1.0
肠病毒性结膜炎,病毒性结膜炎,1.0
糖尿病性神经病变足病,糖尿病足,1.0
部分小肠缺血坏死回肠部分盲肠切除术,缺血性肠坏死 回肠术后 盲肠术后,1.0
小腿扭伤,下肢关节和韧带扭伤,1.0
开水烫伤全身多处,沸水烫伤 多发烫伤,1.0
双侧额叶脱髓鞘及缺血性改变可能,脱髓鞘性脑病,1.0
十二指肠球部溃疡合并梗阻,十二指肠球部溃疡 十二指肠梗阻,1.0
心律失常高血压肿瘤冠心病脑血管病,心律失常 高血压 性质未特指的肿瘤 冠状动脉粥样硬化性心脏病 脑血管病,1.0
头痛呕吐原因待查,头痛 呕吐,1.0
左足第四趾肿物恶黑,足肿物 恶性黑色素瘤 恶性黑色素瘤,1.0
高血压性心脏心脏增大心功能IIIIV级,心功能III级NYHA分级 心功能IV级NYHA分级 慢性心力衰竭,1.0
右颞顶骨大面积粉凹陷性碎性骨折,颅骨骨折,1.0
距肛门55cm结肠管状腺瘤Ⅱ级,结肠良性肿瘤 管状腺瘤,1.0
脑肿瘤放疗后,脑恶性肿瘤 恶性肿瘤放疗,1.0
冠心病高血压病腰腿痛脑血栓,冠状动脉粥样硬化性心脏病 高血压 脑血栓形成 腰痛 下肢疼痛,1.0
右肺尖陈旧性病变左肺下叶纤维增殖灶,肺病,1.0
结肠癌右肺上叶小结节,结肠恶性肿瘤 肺占位性病变 癌,1.0
双下肢软组织损伤,下肢未特指的损伤水平未特指,1.0
IVF治疗内异位高PRL血症,胚胎移植术后 高泌乳素血症,1.0
便秘关节炎退变性,便秘 骨关节病,1.0
右眼眶炎性,未特指的眼眶疾患,1.0
2型糖尿病足感染,2型糖尿病性下肢感染,1.0
膀胱造瘘管术后,膀胱造口状态,1.0
1荨麻疹慢性2皮炎,慢性荨麻疹 皮炎,1.0
胃肠道功能不良,胃肠功能紊乱,1.0
非霍奇金淋巴瘤滤泡向弥漫大B细胞转化,非霍奇金淋巴瘤,1.0
多处皮肤撕裂伤污染严重头皮血肿多处软组织损伤脑伤内脏损伤,多处撕裂伤 头皮血肿 多处损伤 创伤性脑损伤,1.0
腰椎间盘腰45椎腰5骶1椎突出继发椎,腰椎间盘突出,1.0
全身多关节肿痛,关节肿胀 关节痛,1.0
药疹大疱性表皮坏死松解症,莱尔综合征lyell综合征,1.0
右侧面部麻木原因躯体化障碍不除外,躯体化障碍,1.0
贫血妊娠,贫血 妊娠状态,1.0
脓毒症性脑病,脓毒症,1.0
烧烫伤急,烧伤 其他烫伤,1.0
取出右胫骨内固定装置,取出内固定装置,1.0
左乳腺癌ST2N1MO化疗,乳腺恶性肿瘤 癌 化学治疗,1.0
十二指肠T细胞淋巴肿瘤,肠淋巴瘤 T细胞淋巴瘤,1.0
肾透明细胞癌伴囊性变,肾恶性肿瘤 透明细胞癌,1.0
婴儿支气管炎,支气管炎,1.0
胃低分化腺癌化疗后,胃恶性肿瘤 腺癌 化学治疗,1.0
2型糖尿病骨质疏松症,2型糖尿病 骨质疏松,1.0
冠心病心绞痛型,冠状动脉粥样硬化性心脏病 心绞痛,1.0
骨纤维异样增殖症下颌骨,颌骨纤维异常增殖症,1.0
右膝OA右膝外踝三角zi综合征,单侧膝关节骨性关节病 踝关节撞击综合征,1.0
外源性肺泡炎,过敏性肺炎外源性过敏性肺泡炎,1.0
冠心病不稳定性心绞痛支架植入术后,冠状动脉粥样硬化性心脏病 不稳定性心绞痛 冠状动脉支架植入术后状态,1.0
右膝髋关节病变待查,膝关节病 髋关节病,1.0
运动发育迟缓歌舞伎综合症,发育迟滞 歌舞伎面谱综合征Kabuki综合征,1.0
左心收缩功能减弱,心功能不全,1.0
乙状结肠管状腺癌维持性化学治疗,乙状结肠恶性肿瘤 管状腺癌 恶性肿瘤维持性化学治疗,1.0
局造灶性高级别鳞状上皮内病变LEEP治疗,宫颈术后,1.0
前列腺特指疾病PSA增高原因待查,前列腺其他特指的疾患 PSA升高,1.0
左足皮肤割伤,足部开放性损伤,1.0
宫颈癌Ⅱb期化疗后,子宫颈恶性肿瘤 化学治疗 癌,1.0
子宫肌瘤病,子宫平滑肌瘤,1.0
原发不孕结核性,原发不孕 结核感染,1.0
颈椎病颈项痛腰腿痛,颈椎病 颈痛 腰痛 下肢疼痛,1.0
眼睑出血点待查,出血斑点,1.0
继发性凝血机能异常维生素K依赖型,凝血功能异常 维生素K缺乏,1.0
中分化宫内膜样腺癌,子宫内膜样腺癌 子宫内膜恶性肿瘤,1.0
宫颈上皮内瘤变III,子宫颈上皮内瘤变III级CINIII级,1.0
颈髓缺血变性C45C56水平,脊髓变性 脊髓缺血,1.0
直肠结肠粘膜低级别管状及绒毛管状腺瘤,直肠良性肿瘤 管状绒毛状腺瘤,1.0
1枕部皮肤坏死伴缺损,头面部皮肤坏死 皮肤缺损,1.0
新生儿缺血缺氧性脑损伤,新生儿缺氧缺血性脑病,1.0
自身免疫性胃炎,胃炎,1.0
妊娠急腹症,急腹症 妊娠状态,1.0
泌乳综合征福奥二氏综合征,停经泌乳综合征,1.0
中毒型表皮坏死松解症,莱尔综合征lyell综合征,1.0
左小腿及左足广泛皮肤软组织剥脱伴缺损,足部软组织撕脱伤,1.0
结肠癌呃逆焦虑抑郁状态,结肠恶性肿瘤 呃逆 癌 焦虑状态 抑郁状态,1.0
上呼吸道感染 鼻窦炎 腹泻,上呼吸道感染 鼻窦炎,1.0
双下肢过敏性水疱,下肢浅表水疱 过敏反应,1.0
认知功能减退,认知障碍,1.0
房水平局限性左向右分流小房缺或卵圆孔未闭,卵圆孔未闭 房间隔缺损,1.0
外伤性文身,纹身,1.0
左手IIV指部分坏死左上臂皮肤坏死,上肢皮肤坏死 手坏死,1.0
右足左小腿骨折复查,足骨折未特指 小腿骨折,1.0
纵膈淋巴结炎症,纵隔淋巴结炎,1.0
C1C2水平脊髓内异常病变脱髓鞘可能,脱髓鞘性脊髓病,1.0
眶内癌,眶内恶性肿瘤 癌,1.0
慢性肝炎活动性肝炎,慢性活动性肝炎,1.0
下肢上皮样肉芽肿性病变伴凝固性坏死右大腿,肉芽肿,1.0
胆道扩张症肝功能不良,胆管扩张 肝功能不全,1.0
食管低分化癌,食管恶性肿瘤 癌,1.0
巨脾脂质组织细胞增多症Gaucher病,脑苷脂贮积综合征戈谢病,1.0
右半结肠高中分化腺癌,结肠恶性肿瘤 腺癌,1.0
胆囊结石切除术后,胆囊结石 胆囊术后,1.0
双侧股骨发育畸形,先天性股骨发育不良,1.0
腭部擦伤,口腔和咽喉部损伤,1.0
右额部皮下脂肪瘤,皮下脂肪瘤 头部脂肪瘤,1.0
右上臂BOWEN病,上肢恶性肿瘤 鲍恩病,1.0
右颈神经鞘瘤,颈部周围神经和自主神经良性肿瘤 神经鞘瘤,1.0
颈34融合颈45不稳脊柱轻度侧弯,先天性颈椎体融合 颈椎不稳定 脊柱侧弯,1.0
左中指末节指骨部分缺损皮肤及软组织缺损,皮肤缺损,1.0
面部白斑原因待查蛔虫症可能,白斑病不可归类在他处者 蛔虫病,1.0
右侧鼻翼皮肤肿物,鼻部肿物 皮肤肿物,1.0
右乳良性导管扩张左乳良性导管扩张,乳腺导管扩张症,1.0
骨髓MM化疗后部分缓解骨髓象浆细胞7,多发性骨髓瘤 化学治疗,1.0
左手小指甲床破裂指甲脱落,甲脱离,1.0
脑多发缺血梗塞灶双侧脑室旁半卵圆中心,多发性脑梗死,1.0
双下肢活动受限原因失用性肌萎缩,失用性肌肉萎缩 运动障碍,1.0
食管癌造影检查纵隔腹腔淋巴结转移胃镜检查局麻预防出血疼痛成人不能进食鼻饲,食管恶性肿瘤 纵隔淋巴结继发恶性肿瘤 腹腔淋巴结继发恶性肿瘤 疼痛 进食障碍 癌,1.0
B细胞淋巴瘤倾向粘膜相关淋巴瘤,粘膜相关淋巴组织结外边缘区B细胞淋巴瘤,1.0
右髋臼边缘骨质破坏待查撞击综合征,骨质破坏 髋关节撞击综合征,1.0
双侧肾造瘘术后,肾造口状态,1.0
下肢血管病,周围血管疾病,1.0
左腰不适 左肾结石 胆囊炎,肾结石 胆囊炎,1.0
右肺小细胞癌ED期,右肺恶性肿瘤 小细胞癌,1.0
肝细胞变性肝细胞及毛细胆管广泛淤胆,胆汁淤积症,1.0
痹证 骨关节病两种膏药错开使用 肝热便秘,骨关节病 便秘,1.0
宫内膜单纯性增生伴局部腺上皮非典型性,子宫内膜增生 宫颈上皮不典型增生,1.0
膀胱颈糜烂,膀胱未特指的疾患,1.0
胸腰椎间盘退行性病变,腰椎退行性病变 胸椎退行性病变,1.0
不全流产术后,未特指的流产不完全性无并发症,1.0
肝切除射频治疗后,肝术后 恶性肿瘤射频治疗,1.0
腰455骶1椎间盘突膨出,椎间盘突出,1.0
原发不孕男方无精子,无精子症 男性不育症,1.0
右侧顶枕区病变脱髓鞘脑缺血,脱髓鞘性脑病 脑血管供血不足,1.0
右侧慢性化脓性中耳乳突炎骨疡型,慢性化脓性中耳炎 慢性乳突炎 乳突骨疡,1.0
直肠中上段腺癌,直肠恶性肿瘤 腺癌,1.0
右乳腺恶性肿瘤新辅助化疗后,乳腺恶性肿瘤 化学治疗,1.0
肝恶性肿瘤射频消融治疗,肝恶性肿瘤 射频消融术后,1.0
右月骨开放性脱位并正中神经卡压,正中神经卡压综合征,1.0
双手抖动原因待查低血糖反应,不自主运动 未特指的低血糖,1.0
大颗粒T淋巴细胞白血病,淋巴细胞白血病,1.0
胆囊特指疾病胆囊隆起样改变性质待定,胆道其他特指的疾病,1.0
中度呼吸睡眠暂停综合征,睡眠呼吸暂停低通气综合征,1.0
宫颈节育器下移伴嵌顿,避孕环嵌顿 避孕环移位,1.0
膀胱过度活动综合征,膀胱过度活动症,1.0
中毒性产后心肌炎,中毒性心肌炎,1.0
肢体麻木原因待查1脑血管疾病2颈腰椎病,腰椎病,1.0
火焰烧伤面部,火焰烧伤 面部烧伤,1.0
停经251周B超提示胎儿颈后无回声,妊娠状态,1.0
晚期胃腺癌,胃恶性肿瘤 腺癌,1.0
左手中指屈曲无力,肌无力,1.0
中毒性多发性周围神经病,多发性神经病多发性神经炎周围神经炎,1.0
主动脉增宽伴轻度反流,主动脉瓣关闭不全,1.0
病毒疹,病毒性皮疹,1.0
白内障人工晶体植入术后,白内障 人工晶体植入状态,1.0
4右大腿残端皮肤软组织缺血坏死,下肢皮肤坏死 下肢供血不足,1.0
结膜炎行动不便,结膜炎,1.0
输尿管结石碎石取石术后,输尿管结石 输尿管术后,1.0
右肾肾实质萎缩伴多房囊性变,肾囊肿 肾萎缩,1.0
肺瘢痕癌,肺恶性肿瘤 癌,1.0
腹腔间室综合症,腹腔筋膜室综合征腹腔室隔综合征ACS,1.0
右肾静脉压迫综合征胡桃夹现象,左肾静脉压迫综合征胡桃夹现象,1.0
移植肾静脉狭窄,肾移植状态,1.0
特指手术后状态乳腺,乳腺术后 其他特指的手术后状态,1.0
椎基底动脉TIA,椎基底动脉供血不全 短暂性脑缺血发作,1.0
左耳听阈异常左侧乳突积液,其他听觉异常,1.0
右侧腹股沟斜疝成形术后,单侧腹股沟斜疝 腹股沟术后,1.0
左足踇趾外翻锤状趾,足拇外翻 锤状趾,1.0
高血压血糖增高,高血压 血糖升高,1.0
1脑缺血脱髓鞘2心肌缺血,脱髓鞘性脑病 心肌供血不足,1.0
A67C67D8龋齿B45楔状缺损,牙齿楔状缺损 龋病,1.0
结肠肝曲管状腺瘤直肠管状腺瘤,结肠肝曲良性肿瘤 直肠良性肿瘤 管状腺瘤,1.0
波状热流产热,布氏杆菌病波状热,1.0
纵隔肿瘤放疗,纵隔恶性肿瘤 恶性肿瘤放疗,1.0
结肠癌术后pT4N1M0肝转移切除术后,结肠术后 结肠恶性肿瘤 癌 肝继发恶性肿瘤 肝术后 转移性癌 淋巴结继发恶性肿瘤,1.0
腺瘤甲状腺,甲状腺良性肿瘤 腺瘤,1.0
阴道伤口息肉术后脱痂恢复期宫颈鳞状细胞癌IIA2期伴HPV33型感染术后第二次化疗后骨髓抑制轻度贫血阴道顶端恢复期绝经综合征阴道顶端肉芽增生,阴道息肉 手术后恢复期 子宫颈恶性肿瘤 鳞状细胞癌 恶性肿瘤术后化疗 骨髓抑制 轻度贫血 更年期综合征 宫颈人乳头瘤病毒感染,1.0
呼吸不畅查因COPD,呼吸困难 慢性阻塞性肺疾病,1.0
椎体压缩骨折术后,脊柱骨折 骨折术后,1.0
风湿性心瓣膜狭窄,风湿性心脏病 心脏瓣膜病,1.0
右侧大脑脚囊肿,脑囊肿,1.0
原发不孕POF盆腔输卵管因素EMS,原发不孕 卵巢早衰,1.0
右乳恶性肿瘤的支持治疗,乳腺恶性肿瘤 恶性肿瘤支持治疗,1.0
距骨舟骨撕脱性骨折,足舟骨骨折 距骨骨折,1.0
右乳癌术后锁骨上淋巴结转移,乳腺术后 乳腺恶性肿瘤 癌 锁骨上淋巴结继发恶性肿瘤,1.0
突眼,眼球突出,1.0
脾脏瘀血性脾肿大,脾大,1.0
慢加急性肝功能衰竭,肝功能衰竭,1.0
色素斑,色素斑,1.0
阻塞性肺癌,肺恶性肿瘤 癌,1.0
肺磨玻璃样变待查,肺诊断性影像异常,1.0
右足良性骨肿瘤,骨良性肿瘤 足部良性肿瘤,1.0
冠心病急性广泛前壁ST段抬高型心肌梗死单支病变累及LADLADPCI术后心功能I级Killip分级,冠状动脉粥样硬化性心脏病 急性ST段抬高型心肌梗死 KillipI级 PCI术后,1.0
S1椎体结核,脊柱结核,1.0
1胸下段食管鳞癌 ,食管胸下段恶性肿瘤 鳞状细胞癌,1.0
盆腔内淋巴结继发性恶性肿瘤,盆腔淋巴结继发恶性肿瘤,1.0
言语错乱,言语障碍,1.0
腰椎同描述考虑为慢性化脓性炎请结合临床,炎性脊椎病,1.0
右肺中叶腺癌治疗后的随诊检查,右肺中叶恶性肿瘤 腺癌 恶性肿瘤其他治疗后的随诊检查,1.0
双肺支气管扩张合并感染,支气管扩张症合并感染,1.0
左内踝关节囊肿,踝关节囊肿,1.0
横结肠符合绒毛状管状腺瘤,横结肠良性肿瘤 管状绒毛状腺瘤,1.0
右肺癌化疗后伽玛刀治疗后,右肺恶性肿瘤 化学治疗 癌 恶性肿瘤放疗,1.0
类风湿性关节炎间质性肺炎,类风湿性肺病,1.0
踝关节前踝骨裂,踝关节骨折,1.0
直肠送检大肠粘膜呈绒毛状管状腺瘤,直肠良性肿瘤 管状绒毛状腺瘤,1.0
踝关节腱鞘囊肿腱鞘炎,踝关节囊肿 腱鞘囊肿 腱鞘炎,1.0
大血管错位完全性单纯性,大动脉转位,1.0
完全性肺静脉异位引流混合型延迟关胸,完全性肺静脉异位引流混合型,1.0
十二指肠恶性肿瘤术后恶性黑色素瘤,十二指肠恶性肿瘤 十二指肠术后 恶性黑色素瘤,1.0
双下肺炎并右侧胸腔积液,胸腔积液,1.0
右卵巢无性细胞瘤术剥除后,无性细胞瘤 卵巢术后 卵巢恶性肿瘤,1.0
双侧卵巢中分化浆液粘液混合性乳头状腺癌,卵巢恶性肿瘤 乳头状腺癌,1.0
子宫中分化鳞癌,子宫恶性肿瘤 鳞状细胞癌,1.0
卵巢高级别浆液性乳头状癌第三次化疗后,卵巢恶性肿瘤 浆液性表面乳头状癌 化学治疗,1.0
妊娠合并B族链球菌感染,链球菌感染 妊娠状态,1.0
葡萄糖6磷酸脱氢酶缺陷症,葡萄糖6磷酸脱氢酶缺乏性贫血,1.0
周围神经病变失常,多发性神经病多发性神经炎周围神经炎,1.0
白血病的化疗治疗AMLM2,白血病 化学治疗,1.0
右手无力发胀待查神经卡压,肌无力,1.0
肝胆管细胞癌IV期,肝内胆管癌 肝胆管细胞癌,1.0
右肾造瘘术后,肾造口状态,1.0
右侧乳腺错构瘤,乳房错构瘤,1.0
阴道真菌月经不调,月经紊乱 真菌性阴道炎,1.0
左踝关节多发性游离骨块距骨囊性变,踝关节内游离体 距骨骨囊肿,1.0
肛周湿疣,肛门生殖器疣,1.0
左侧距骨及跟骨撕脱性骨折,距骨骨折 跟骨骨折,1.0
骶椎病马尾神经受损,马尾损伤,1.0
肛旁疖肿,肛门旁皮下脓肿 皮肤疖肿,1.0
纤维蛋白原减少症,低纤维蛋白原血症,1.0
关节病动脉粥样硬化腹泻,关节病 动脉粥样硬化 O,1.0
右肺癌IIIA期,右肺恶性肿瘤 癌,1.0
走路差待查小脑发育欠佳,先天性脑发育不全,1.0
颌面部感染,感染,1.0
左侧面舌部麻木查因脱髓鞘性,脱髓鞘病,1.0
左侧肢体乏力待查颈椎病高血压,肢体无力 颈椎病 高血压,1.0
右肾癌术后免疫力降低左肾多发囊肿右肾囊肿,肾恶性肿瘤 肾囊肿 癌,1.0
隆突性皮肤纤维肉瘤,隆凸性皮肤纤维肉瘤,1.0
左侧股骨及髋臼骨纤维结构不良,髋骨纤维异常增殖症 股骨纤维结构不良,1.0
胃恶性肿瘤的支持治疗,胃恶性肿瘤 恶性肿瘤支持治疗,1.0
肾盂肾盂输尿管连接处肾盏恶性肿瘤,肾盏恶性肿瘤 肾盂输尿管连接部恶性肿瘤,1.0
双膝软组织挫擦伤,膝部挫伤,1.0
冠心病急性心肌梗死肾功能不全,冠状动脉粥样硬化性心脏病 急性心肌梗死 肾功能不全,1.0
卵巢癌术后盆腔复发,卵巢术后 卵巢恶性肿瘤 盆腔继发恶性肿瘤 癌 恶性肿瘤复发,1.0
脐部窦道,脐窦,1.0
颈部淋巴结肿大原因待查甲状腺癌术后,颈淋巴结肿大 甲状腺术后 甲状腺恶性肿瘤 癌,1.0
