Text,Normalized Result
右 / 股骨 / 骨折 / 右 / 胫骨 / 骨折 / 右 / 下肢 / 皮肤 / 软组织 / 挫裂伤 / 右 / 肱骨 / 髁 / 上 / 骨折,股骨 / 骨折 / ## / 胫骨 / 骨折 / ## / 下肢 / 未 / 特指 / 的 / 损伤 / 水平 / 未 / 特指 / ## / 肱骨 / 骨折 / ## / 肱骨 / 髁 / 上 / 骨折
颈椎病 / ## / 胸背 / 肌筋 / 膜炎,颈椎病 / ## / 筋 / 膜炎
美尼尔 / 氏 / 综合症 / 膜 / 迷路 / 积水,膜 / 迷路 / 积水 / ## / 梅尼埃 / 病
血管 / 结构 / 畸,血管 / 畸形
生育 / 问题 / 畸形 / 精子,畸形 / 精子 / 症
钢缆 / 打伤 / 左 / 膝关节,膝关节 / 损伤
头颈部 / 软组织 / 劳损,累及 / 头部 / 伴有 / 颈部 / 的 / 脱位 / 扭伤 / 和 / 劳损
非 / 霍奇金 / 淋巴瘤 / FL / 白细胞 / 减少,非 / 霍奇金 / 淋巴瘤 / ## / 滤泡 / 淋巴瘤 / ## / 白细胞 / 减少
颈 / 胸 / 背部 / 广泛 / 皮下 / 气肿 / 并 / 纵膈 / 积气,纵隔 / 气肿
胸腺 / 低 / 分化 / 鳞癌 / cT2N2M1IV / 期 / 化疗,胸腺 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌 / ## / 化学治疗
脑血管 / 硬化症,脑血管 / 硬化
前降 / 支 / 中度 / 狭窄 / 伴 / 心肌 / 桥 / 形成,冠状动脉 / 肌桥 / ## / 冠状动脉 / 狭窄
子宫颈 / 小 / 细胞 / 癌,子宫颈 / 恶性肿瘤 / ## / 小 / 细胞 / 癌
腰腿痛 / 心律失常 / 感冒,腰痛 / ## / 下肢 / 疼痛 / ## / 心律失常 / ## / 感冒
缺铁缺 / 锌 / 铅 / 较 / 高 / 腹部 / 淋巴 / 肿大,铁 / 缺乏 / ## / 锌 / 缺乏 / ## / 铅中毒 / ## / 淋巴结 / 肿大
骨关节 / 病 / 平足 / 症,骨关节 / 病 / ## / 扁平足
过敏性 / 鼻 / 咽炎,咽炎 / ## / 过敏反应
结肠 / 脾曲 / 高 / 代谢 / 恶性 / 待排,结肠 / 恶性肿瘤
基底 / 动脉 / 脑梗死 / 心源性,脑梗死
右肺 / 肺纤维化 / 纤维 / 灶,肺 / 诊断 / 性 / 影像 / 异常 / ## / 肺纤维化
早孕 / ## / 牙痛,妊娠 / 状态 / ## / 牙痛
右腕 / 月 / 骨 / 少量 / 碎 / 骨组织 / 部分 / 似 / 坏死 / 改变,骨坏死
左胸 / 左 / 下肢 / 刀伤 / 颈部 / 胸部 / 双 / 上肢 / 枪伤,胸部 / 开放性 / 损伤 / ## / 下肢 / 开放性 / 损伤 / ## / 颈部 / 开放性 / 损伤 / ## / 胸部 / 开放性 / 损伤 / ## / 上肢 / 开放性 / 损伤 / ## / 枪 / 击伤
右上 / 肺 / 结节 / 炎症 / MT,肺 / 占位性 / 病变 / ## / 肺炎 / ## / 肺 / 恶性肿瘤
左 / 面部 / 麻木 / 味觉 / 减退 / 功能性 / 可能性 / 大,味觉 / 障碍
膀胱 / 新 / 生物,膀胱 / 息肉
胸 / 1112 / 椎间隙 / 异常 / 信号 / 影,其他 / 特指 / 身体 / 结构 / 诊断 / 性 / 影像 / 检查 / 的 / 异常 / 所 / 见
骨髓 / 增殖性 / 肿瘤 / 血小板 / 增多 / 症,慢性 / 骨髓 / 增殖性 / 肿瘤 / ## / 血小板 / 增多
子宫 / 内膜 / 样 / 腺癌 / 伴鳞状 / 上皮 / 分化,子宫 / 内膜 / 样 / 腺癌 / ## / 子宫 / 内膜 / 恶性肿瘤
颈 / 管炎 / 宫内 / 膜炎,子宫 / 内膜 / 炎 / ## / 子 / 宫颈炎
臀 / 先露 / 难产,臀 / 先露 / 引起 / 的 / 梗阻性 / 分娩
肝门 / 胆管癌 / pT2N1,肝门 / 胆管 / 恶性肿瘤 / ## / 胆管癌
胎儿 / 异常 / 永存 / 左上 / 腔 / 泌尿系统 / 异常,永存 / 左上 / 腔 / 静脉
颈部 / 淋巴瘤 / 化疗,颈部 / 恶性肿瘤 / ## / 淋巴瘤 / ## / 淋巴瘤 / ## / 化学治疗
左侧 / 胸前 / 积液 / 性质 / 待查 / 考虑 / 恶性,恶性 / 胸腔 / 积液
重度 / 骨质疏松症 / 冠心病 / 高血压 / 结缔组织 / 病,重度 / 骨质 / 疏松 / ## / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 高血压 / ## / 结缔组织 / 病
子宫 / 内膜 / 息肉 / 手术 / 史,子宫 / 内膜 / 息肉 / ## / 子宫 / 术后
食管 / 中段 / 癌 / 放化疗 / 后,食管 / 中 / 三分之一 / 的 / 恶性肿瘤 / ## / 癌 / ## / 恶性肿瘤 / 放疗
双侧 / 上颌牙 / 列 / 部分 / 缺失 / 骨量 / 不足,牙列 / 缺失
WHO / 肺 / 高压 / 心功能 / III / 级,肺动脉 / 高压 / ## / 心功能 / III / 级 / NYHA / 分级
左足 / 第 / 2 / 趾 / 远节 / 趾骨 / 骨折 / 左足 / 第 / 2 / 趾 / 软组织 / 缺损,足部 / 损伤 / ## / 趾骨 / 骨折
颈部 / 软组织 / 劳损,肩 / 颈部 / 劳损
胎盘 / 异常 / 回声 / 1 / 胎膜 / 下 / 血肿 / 3 / 胎盘 / 早 / 剥 / 3 / 其他,胎盘 / 早期 / 剥离 / 伴 / 出血
肾功能 / 检查 / 的 / 异常 / 结果,肾功能 / 不全
左颈 / 总 / 动脉 / 发育 / 异常,颈内 / 动脉 / 畸形
双 / 子宫颈,双 / 子宫颈
右 / 大腿 / 高 / 分化 / 骨肉瘤,骨肉瘤 / ## / 股骨 / 恶性肿瘤
左肺 / 高 / 代谢 / 病灶 / 查因,肺 / 诊断 / 性 / 影像 / 异常
卵巢 / 交界 / 瘤 / 术后 / 复查,卵巢 / 交界 / 性 / 肿瘤 / ## / 卵巢 / 术后
右乳 / 中 / 分化 / 浸润性 / 导管 / 癌,乳腺 / 恶性肿瘤 / ## / 浸润性 / 导管 / 癌
左 / 腘 / 窝囊 / 性 / 肿块,下肢 / 囊肿
脾脏 / 高度 / 充血 / 致 / 脾肿大,脾大
左室 / 心肌细胞 / 呈 / 弥漫性 / 肥大 / 改变 / 部分 / 变性,心肌 / 肥大 / ## / 心肌 / 变性
慢性 / 肾脏 / 疾病 / 合并 / 矿物质 / 骨 / 代谢 / 异常,矿物质 / 代谢 / 紊乱 / ## / 肾小球 / 内皮细胞 / 病
盆腔 / 无性 / 细胞 / 瘤,无性 / 细胞 / 瘤 / ## / 盆腔 / 恶性肿瘤
腹痛 / ## / 肠癌 / 术后,腹痛 / ## / 胃肠道 / 恶性肿瘤 / ## / 癌
右 / 卵巢癌,卵巢 / 恶性肿瘤 / ## / 癌
右乳 / 肿物 / 癌,乳房 / 肿物 / ## / 乳腺 / 恶性肿瘤 / ## / 癌
右手 / 小指 / 伸 / 肌腱 / 扩张 / 部 / 部分 / 撕裂,手部 / 韧带 / 断裂
双肺 / 病灶 / 性质 / 待查 / 炎性 / 可能性 / 大 / 恶性 / 不 / 除外,肺炎 / ## / 双肺 / 恶性肿瘤
右肺 / 上叶 / 小 / 细胞 / 癌 / 伽玛刀 / 治疗 / 后 / 化疗 / 后,右肺 / 上 / 叶 / 恶性肿瘤 / ## / 小 / 细胞 / 癌 / ## / 化学治疗 / ## / 恶性肿瘤 / 放疗
左 / 前臂 / 广泛 / 肌肉 / 缺血 / 坏死,上肢 / 供血 / 不足
右上 / 肺 / 肿物 / 肺癌,右肺 / 上 / 叶 / 恶性肿瘤 / ## / 癌 / ## / 肺 / 肿物
副 / 乳腺 / 囊性 / 增生,副 / 乳腺 / 囊性 / 增生
停经 / 315 / 周 / B超 / 提示 / 胎儿 / 胃及 / 部分 / 肠管 / 扩张,妊娠 / 状态
右 / 卵巢 / 高级别 / 浆液 / 性癌 / IIA / 期,卵巢 / 恶性肿瘤 / ## / 浆液 / 性癌
上腹 / 不适 / 伴 / 隐痛,上 / 腹痛
主动脉弓 / 粥样 / 斑块 / 形成 / 并 / 管腔 / 轻度 / 狭窄,主动脉弓 / 狭窄
双侧 / 胸腔 / 积液 / 伴 / 肺炎,胸腔 / 积液 / ## / 肺炎
大便 / 异常 / 其他 / 的 / 痔疮,痔 / ## / 其他 / 大便 / 异常
颅底 / 凹陷 / 继发性 / 颈髓 / 病变,脊髓 / 病
降 / 结肠 / 腺瘤,降 / 结肠 / 良性肿瘤 / ## / 腺瘤
非 / 霍奇金 / 淋巴瘤 / Ⅲ / 期 / A / 弥漫 / 大 / B / 细胞 / 淋巴瘤 / 检查,弥漫 / 大 / B / 细胞 / 淋巴瘤
左 / 桡骨 / 下端 / 骨不连,桡骨 / 骨折 / 不 / 连接
乳腺癌 / 化疗 / 左 / 乳癌 / 术 / 前 / 化疗,乳腺 / 恶性肿瘤 / ## / 癌 / ## / 恶性肿瘤 / 术 / 前 / 化疗
右 / 拇指 / 开放性 / 脱位,拇指 / 关节 / 脱位 / ## / 拇指 / 开放性 / 损伤
肾造 / 瘘 / 术后 / 左,肾造口 / 状态
左手 / 第 / 1 / 掌骨 / 部分 / 骨质 / 缺损 / 并腕 / 掌 / 关节 / 半 / 脱位,腕掌 / 关节 / 脱位
右肺 / 小 / 细胞 / 癌 / 化疗,右肺 / 恶性肿瘤 / ## / 小 / 细胞 / 癌 / ## / 化学治疗
右侧 / 额部 / 脑膜瘤,脑膜瘤
直肠 / 肛管 / 内盲 / 瘘,盲管 / 瘘
右 / 乳癌 / 术前 / 新 / 辅助 / 化疗,乳腺 / 恶性肿瘤 / ## / 化学治疗 / ## / 癌
右上 / 中 / 肺 / 腺癌 / cT3N3M1b / Ⅳ / 期 / EGFR / 基因 / 检测 / 野生型,右肺 / 恶性肿瘤 / ## / 腺癌
热液 / 烫伤 / 双股 / 会阴部 / TBSA5 / Ⅱ / 度,沸水 / 烫伤 / ## / 会阴 / 烫伤 / ## / 下肢 / 烫伤
臀部 / 疖肿 / 金黄色 / 葡萄球菌,臀部 / 疖 / ## / 金黄色 / 葡萄球菌 / 感染
颅底 / 骨 / 放射性 / 坏死,放射性 / 损害 / ## / 骨坏死
软组织 / 肉瘤 / 肠系膜 / 脂肪 / 肉瘤,脂肪 / 肉瘤 / ## / 软组织 / 肉瘤 / ## / 肠系膜 / 恶性肿瘤
GU / 治疗 / 后 / 复查 / CG / 伴 / 糜烂,慢性 / 胃炎 / ## / 糜烂性 / 胃炎
右侧 / 恶性 / 胸水 / 原发 / 病灶 / 待查,恶性 / 胸腔 / 积液
甲状腺 / 滤泡 / 性 / 腺瘤 / 伴囊 / 性变,甲状腺 / 良性肿瘤 / ## / 滤泡 / 性 / 腺瘤
左 / 中环 / 小指 / 掌侧 / 皮肤 / 挛缩 / 伴 / 功能障碍,瘢痕 / 挛缩
巧克力 / 囊肿 / 切除 / 守候 / 治疗 / 后,卵巢 / 巧克力 / 样 / 囊肿 / ## / 卵巢 / 术后
滋养 / 细胞 / 肿瘤 / IV12 / 第二次 / 诱导 / 化疗 / 后,滋养 / 细胞 / 病 / ## / 化学治疗
侵及 / 子宫 / 后壁 / 及 / 双侧 / 肛 / 提肌,子宫 / 继发 / 恶性肿瘤
前降 / 支肌桥 / 重度,冠状动脉 / 肌桥
身体 / 体表 / 4049 / 烧伤,体表 / 4049 / 的 / 烧伤
肾上腺 / 增生 / 引起 / 的 / 原发性 / 醛固酮 / 过多症,肾上腺 / 增生 / ## / 原发性 / 醛固酮 / 增多 / 症低 / 肾素 / 性 / 醛固酮 / 增多 / 症
右上 / 肺 / 中央 / 型腺 / 鳞癌 / pT2N2M0IIIa / 期 / 术后 / 伴 / 右肺 / 右 / 胸壁 / 肋骨 / 多发 / 转,肺 / 术后 / ## / 右肺 / 上 / 叶 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌 / ## / 肺 / 继发 / 恶性肿瘤 / ## / 胸壁 / 继发 / 恶性肿瘤 / ## / 肋骨 / 继发 / 恶性肿瘤 / ## / 转移性 / 癌
胼胝 / 体 / 膝部 / 发育不良,胼胝 / 体 / 发育不全
先天 / 喉 / 软骨 / 发育不良,先天性 / 喉 / 发育不全
患者 / 肿瘤 / 晚期 / 恶液 / 质变 / 予 / 静脉 / 营养 / 支持,恶病质 / ## / 恶性肿瘤
细菌 / 口腔炎,口炎 / ## / 细菌 / 感染
肾上腺 / 皮质 / 发育不全,肾上腺 / 发育不良
右肺 / 斑片影 / 陈旧性 / 病变 / 可能性 / 大,肺病 / ## / 肺部 / 阴影
溃疡性 / 中 / 分化腺癌,腺癌
右 / 臀部 / 不 / 典型 / 纤维组织 / 瘤,臀部 / 纤维瘤 / 病
皮肤 / 炎性 / 周围 / 神经病,多发性 / 神经病 / 多发性 / 神经炎 / 周围 / 神经炎
乳癌 / 晚期,乳腺 / 恶性肿瘤 / ## / 癌
双耳 / 极 / 重度 / 感音性 / 聋,双侧 / 感音 / 神经性 / 聋
胰腺 / 导管 / 内 / 粘液 / 样瘤,粘液 / 瘤 / ## / 胰腺 / 良性肿瘤
脑内 / 多发 / 缺血性 / 脱髓鞘 / 灶幕 / 上 / 脑室 / 增大,脱髓鞘 / 病 / ## / 脑室 / 扩张
肾病 / 慢性 / 胃窦炎,肾病
额部 / 创伤 / 后 / 不 / 愈,头部 / 损伤 / ## / 开放性 / 损伤 / 愈合 / 不良
左 / 第 / 68 / 肋 / 腋部 / 及第 / 11 / 肋骨 / 折,四根 / 以上 / 肋骨 / 骨折 / 不伴 / 第一 / 肋骨 / 骨折
妊 / 1 / 产 / 0 / 妊 / 372 / 周 / 臀头位,妊娠 / 状态
双 / 卵巢 / 中 / 低 / 分化 / 子宫 / 内膜 / 样 / 腺癌,卵巢 / 恶性肿瘤 / ## / 子宫 / 内膜 / 样 / 腺癌
A7 / 垂直阻生 / D2 / 舌侧 / 错位 / D3 / 扭转,阻生牙 / ## / 牙齿 / 扭转 / ## / 牙齿 / 错位
宫颈癌 / 术后 / 下 / 腹痛,宫颈 / 术后 / ## / 子宫颈 / 恶性肿瘤 / ## / 癌 / ## / 下 / 腹痛
左 / 肾 / 轻中度 / 受损,肾 / 损伤
CABG / 术后 / 胸腔 / 积水,冠状动脉 / 搭桥术 / 后 / ## / 胸腔 / 积液
右侧 / 腋下 / 皮脂腺 / 囊肿,皮脂腺 / 囊肿
高血压病 / 病,高血压
甲状腺 / 乳头状 / 癌 / 术后 / 伴双 / 肺 / 转移 / TxN1bM1 / Ⅳ / c / 期高危,甲状腺 / 恶性肿瘤 / ## / 甲状腺 / 术后 / ## / 甲状腺 / 乳头状 / 癌 / ## / 肺 / 继发 / 恶性肿瘤 / ## / 转移性 / 乳头状 / 癌
食管癌 / 术后 / pT3N1 / 放化疗 / 白细胞 / 低下 / 恶心 / 呕吐 / 血小板 / 低 / 放射性 / 食管炎 / 疼痛,食管 / 术后 / ## / 食管 / 恶性肿瘤 / ## / 恶性肿瘤 / 术后 / 放疗 / ## / 恶性肿瘤 / 术后 / 化疗 / ## / 白细胞 / 减少 / ## / 恶心 / 和 / 呕吐 / ## / 血小板 / 减少 / ## / 放射性 / 食管炎 / ## / 疼痛 / ## / 癌
左膝 / 外侧 / 滑 / 瞙 / 皱襞 / 综合症,膝关节 / 滑膜 / 皱襞 / 综合征
直肠 / 中 / 高 / 分化腺癌,直肠 / 恶性肿瘤 / ## / 腺癌
口腔癌,口腔 / 恶性肿瘤 / ## / 癌
颈椎 / 癌,颈椎 / 恶性肿瘤 / ## / 癌
左 / 下肢 / 疼痛 / 伴力 / 弱,下肢 / 疼痛
左肺 / 曲霉 / 球病,肺 / 曲霉菌 / 病
视网膜 / 动脉 / 闭塞 / OD,其他 / 视网膜 / 动脉 / 阻塞
造瘘 / 口 / 旁 / 皮肤 / 红肿,人工 / 造口 / 状态
阴道 / 鳞状 / 细胞 / 癌,阴道 / 恶性肿瘤 / ## / 鳞状 / 细胞 / 癌
腰 / 1 / 腰 / 5 / 陈旧性 / 压缩 / 病变,腰椎 / 压缩性 / 骨折 / ## / 陈旧性 / 腰椎 / 骨折 / ## / 腰椎 / 骨折 / L1 / ## / 腰椎 / 骨折 / L5
双 / 眼睑 / 多发性 / 化脓性 / 肉芽 / 霰粒肿,眼睑 / 肉芽肿 / ## / 化脓性 / 肉芽肿 / ## / 睑 / 板腺 / 囊肿 / 霰粒肿
左 / 拇指 / 多指 / 畸形,未 / 特指 / 的 / 多指 / 趾 / 畸形
鼻 / 背部 / 色斑,色素 / 斑
头昏 / 胀 / 高 / TC,头晕 / ## / 高 / 胆固醇 / 血症
右小腿 / 软组织 / 撕脱 / 并 / 缺损,小腿 / 撕脱 / 伤
咽部 / 乳头状 / 瘤,咽 / 良性肿瘤 / ## / 乳头状 / 瘤
腺样体 / 慢性 / 炎症,扁桃体 / 和 / 腺样体 / 的 / 其他 / 慢性 / 疾病
毛细血管 / 扩张 / 光 / 老化 / 斑,毛细血管 / 扩张 / 症 / ## / 日晒 / 伤
腰 / 1 / 椎体 / 爆裂 / 骨折,腰椎 / 骨折 / L1
上消化道 / 出血 / 胃溃疡 / 可能性 / 大,上消化道 / 出血 / ## / 胃溃疡
右 / 下颌骨 / 成釉细胞 / 瘤,下颌骨 / 良性肿瘤 / ## / 成釉细胞 / 瘤
胃 / 多发 / 息肉 / 病,胃 / 息肉
右膝 / 髌 / 股关节 / 退变 / 股骨 / 内 / 髁 / 骨 / 梗死,单侧 / 膝关节 / 骨性 / 关节病 / ## / 骨坏死
面部 / 色素 / 沉着 / 待查,色素 / 沉着 / 未 / 特指 / 的 / 疾患
心律失常 / 胆汁 / 反流性 / 胃炎 / 乳腺 / 增生 / 咳嗽 / 待查 / 肺小 / 结节 / 腹部 / 不适 / 胃镜 / 检查 / 肠 / 镜检查,心律失常 / ## / 反流性 / 胃炎 / ## / 乳腺 / 增生 / ## / 咳嗽 / ## / 肺 / 占位性 / 病变 / ## / 胆汁 / 反流
甲状旁腺 / 腺病 / 待排,甲状旁腺 / 未 / 特指 / 的 / 疾患
左心室 / 高 / 电压 / T / 波 / 改变 / 升 / 主动脉 / 增宽,心电图 / 异常
纵隔 / 淋巴结 / 恶性肿瘤,未 / 特指 / 的 / 淋巴结 / 恶性肿瘤
多囊肾 / 并 / 出血,先天性 / 多囊肾 / ## / 肾 / 出血
甲状腺 / 滤泡 / 性 / 腺瘤 / 伴 / 出血 / 囊性 / 变,甲状腺 / 良性肿瘤 / ## / 滤泡 / 性 / 腺瘤
多发 / 腰椎 / 压缩性 / 骨折,腰椎 / 压缩性 / 骨折 / ## / 腰椎 / 多发性 / 骨折
颈 / 胸椎 / 病损 / 并 / 截瘫,截瘫 / 双下肢 / 瘫痪
糜烂性 / 胃炎 / 异位 / 胰腺,糜烂性 / 胃炎 / ## / 胰腺 / 异位
前臂 / 肌肉 / 扭伤,身体 / 未 / 特指 / 部位 / 的 / 脱位 / 扭伤 / 和 / 劳损
腰 / 1 / 椎体 / 爆裂 / 骨折 / 并 / 脊髓 / 损伤,腰椎 / 骨折 / L1 / ## / 腰部 / 脊髓 / 损伤
系统性 / 红斑狼疮 / 伴 / 干燥 / 综合征,系统性 / 红斑狼疮 / ## / 干燥 / 综合征 / 舍格伦 / 综合征
头 / 腹部 / 左侧 / 臀部 / 打伤,头部 / 损伤 / ## / 腹部 / 损伤 / ## / 被 / 别人 / 殴打 / 踢 / 拧 / 咬 / 或 / 抓伤 / ## / 多处 / 损伤
肺癌 / 晚期 / 化疗 / 慢支 / 恶 / 液质 / 病重 / 长期 / 难以 / 进食 / 营养不良 / 行动不便,肺 / 恶性肿瘤 / ## / 化学治疗 / ## / 慢性 / 支气管炎 / ## / 恶病质 / ## / 进食 / 障碍 / ## / 营养不良 / ## / 癌
右乳 / 恶性肿瘤 / 放疗,乳腺 / 恶性肿瘤 / ## / 恶性肿瘤 / 放疗
胃角 / 溃疡 / 型 / 中 / 分化腺癌 / pT4b,胃 / 恶性肿瘤 / ## / 腺癌
颊 / 粘膜 / 裂伤,口腔粘膜 / 开放性 / 损伤
上感 / 肺炎 / 恢复期 / 热性 / 惊厥 / 颅内 / 感染,上呼吸道 / 感染 / ## / 肺炎 / ## / 治疗 / 后 / 恢复期 / ## / 热性 / 惊厥 / ## / 颅内 / 感染
胆囊 / 胆固醇 / 样 / 息肉,胆囊息肉
右肺 / 大 / 细胞 / 癌 / 骨转移 / 纵隔 / 淋巴结 / 转移 / 锁骨 / 上 / 淋巴结 / 转移 / 刺激性 / 咳嗽,右肺 / 恶性肿瘤 / ## / 大 / 细胞 / 癌 / ## / 骨 / 继发 / 恶性肿瘤 / ## / 转移性 / 大 / 细胞 / 癌 / ## / 纵隔 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 锁骨 / 上 / 淋巴结 / 继发 / 恶性肿瘤 / ## / 咳嗽
多发性 / 脑梗塞 / ## / 脑缺血 / 脱髓鞘 / ## / 记忆力 / 减退,多发性 / 脑梗死 / ## / 脑血管 / 供血 / 不足 / ## / 脱髓鞘 / 性 / 脑病
腰部 / 皮肤 / 擦伤,躯干 / 浅表 / 擦伤
左膝 / 符合 / 游离 / 体以 / 软骨 / 组织 / 为主 / 局部 / 伴 / 骨化,膝关节 / 游离 / 体
右 / 前臂 / 肌肉 / 软组织 / 缺血 / 坏死,上肢 / 供血 / 不足
右侧 / 股 / 四头 / 肌 / 送检 / 横纹肌 / 组织 / 部分 / 萎缩 / 变性,肌纤维 / 变性 / ## / 下肢 / 肌肉 / 萎缩
右侧 / 肺炎 / 伴 / 肺炎 / 旁 / 胸腔 / 积液,肺炎 / ## / 胸腔 / 积液
臀部 / 皮肤 / 软组织 / 挫伤,臀部 / 挫伤
双 / 卵巢 / 低中 / 分化 / 浆液 / 性 / 乳头状 / 腺癌,卵巢 / 恶性肿瘤 / ## / 乳头状 / 浆液 / 性 / 腺癌
肠 / 病毒性 / 结膜炎,病毒性 / 结膜炎
糖尿病 / 性 / 神经病 / 变足病,糖尿病足
部分 / 小肠 / 缺血 / 坏死 / 回肠 / 部分 / 盲肠 / 切除术,缺血性 / 肠 / 坏死 / ## / 回肠 / 术后 / ## / 盲肠 / 术后
小腿 / 扭伤,下肢 / 关节 / 和 / 韧带 / 扭伤
开水 / 烫伤 / 全身 / 多处,沸水 / 烫伤 / ## / 多发 / 烫伤
双侧 / 额叶 / 脱髓鞘 / 及 / 缺血性 / 改变 / 可能,脱髓鞘 / 性 / 脑病
十二指肠 / 球部 / 溃疡 / 合并 / 梗阻,十二指肠 / 球部 / 溃疡 / ## / 十二指肠 / 梗阻
心律失常 / 高血压 / 肿瘤 / 冠心病 / 脑血管病,心律失常 / ## / 高血压 / ## / 性质 / 未 / 特指 / 的 / 肿瘤 / ## / 冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 脑血管病
头痛 / 呕吐 / 原因 / 待查,头痛 / ## / 呕吐
左足 / 第四 / 趾 / 肿物 / 恶黑,足 / 肿物 / ## / 恶性 / 黑色素瘤 / ## / 恶性 / 黑色素瘤
高血压 / 性 / 心脏 / 心脏 / 增大 / 心功能 / IIIIV / 级,心功能 / III / 级 / NYHA / 分级 / ## / 心功能 / IV / 级 / NYHA / 分级 / ## / 慢性 / 心力衰竭
右 / 颞 / 顶骨 / 大面积 / 粉 / 凹陷 / 性碎 / 性骨折,颅骨 / 骨折
距 / 肛门 / 55cm / 结肠 / 管状腺瘤 / Ⅱ / 级,结肠 / 良性肿瘤 / ## / 管状腺瘤
脑肿瘤 / 放疗 / 后,脑 / 恶性肿瘤 / ## / 恶性肿瘤 / 放疗
冠心病 / 高血压病 / 腰腿痛 / 脑血栓,冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 高血压 / ## / 脑血栓 / 形成 / ## / 腰痛 / ## / 下肢 / 疼痛
右肺 / 尖 / 陈旧性 / 病变 / 左肺 / 下叶 / 纤维 / 增殖 / 灶,肺病
结肠癌 / 右肺 / 上叶 / 小 / 结节,结肠 / 恶性肿瘤 / ## / 肺 / 占位性 / 病变 / ## / 癌
双下肢 / 软组织 / 损伤,下肢 / 未 / 特指 / 的 / 损伤 / 水平 / 未 / 特指
IVF / 治疗 / 内 / 异位 / 高 / PRL / 血症,胚胎 / 移植术 / 后 / ## / 高 / 泌乳素 / 血症
便秘 / 关节炎 / 退 / 变性,便秘 / ## / 骨关节 / 病
右 / 眼眶 / 炎性,未 / 特指 / 的 / 眼眶 / 疾患
2 / 型 / 糖尿病足 / 感染,2 / 型 / 糖尿病 / 性 / 下肢 / 感染
膀胱 / 造 / 瘘管 / 术后,膀胱 / 造口 / 状态
1 / 荨麻疹 / 慢性 / 2 / 皮炎,慢性 / 荨麻疹 / ## / 皮炎
胃肠道 / 功能 / 不良,胃肠功能 / 紊乱
非 / 霍奇金 / 淋巴瘤 / 滤泡 / 向 / 弥漫 / 大 / B / 细胞 / 转化,非 / 霍奇金 / 淋巴瘤
多处 / 皮肤 / 撕裂 / 伤 / 污染 / 严重 / 头皮 / 血肿 / 多处 / 软组织 / 损伤 / 脑伤 / 内脏 / 损伤,多处 / 撕裂 / 伤 / ## / 头皮 / 血肿 / ## / 多处 / 损伤 / ## / 创伤性 / 脑损伤
腰椎间盘 / 腰 / 45 / 椎腰 / 5 / 骶 / 1 / 椎 / 突出 / 继发 / 椎,腰椎间盘 / 突出
全身 / 多 / 关节 / 肿痛,关节 / 肿胀 / ## / 关节痛
药疹 / 大疱性 / 表皮 / 坏死 / 松解 / 症,莱尔 / 综合征 / lyell / 综合征
右侧 / 面部 / 麻木 / 原因 / 躯体 / 化 / 障碍 / 不 / 除外,躯体 / 化 / 障碍
贫血 / 妊娠,贫血 / ## / 妊娠 / 状态
脓毒症 / 性 / 脑病,脓毒症
烧烫伤 / 急,烧伤 / ## / 其他 / 烫伤
取出 / 右 / 胫骨 / 内 / 固定装置,取出 / 内 / 固定装置
左 / 乳腺癌 / ST2N1MO / 化疗,乳腺 / 恶性肿瘤 / ## / 癌 / ## / 化学治疗
十二指肠 / T / 细胞 / 淋巴 / 肿瘤,肠 / 淋巴瘤 / ## / T / 细胞 / 淋巴瘤
肾 / 透明 / 细胞 / 癌伴 / 囊 / 性变,肾 / 恶性肿瘤 / ## / 透明 / 细胞 / 癌
婴儿 / 支气管炎,支气管炎
胃低 / 分化腺癌 / 化疗 / 后,胃 / 恶性肿瘤 / ## / 腺癌 / ## / 化学治疗
2 / 型 / 糖尿病 / 骨质疏松症,2 / 型 / 糖尿病 / ## / 骨质 / 疏松
冠心病 / 心绞痛 / 型,冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 心绞痛
骨 / 纤维 / 异样 / 增殖 / 症 / 下颌骨,颌骨 / 纤维 / 异常 / 增殖 / 症
右膝 / OA / 右膝 / 外踝 / 三角 / zi / 综合征,单侧 / 膝关节 / 骨性 / 关节病 / ## / 踝关节 / 撞击 / 综合征
外源性 / 肺泡 / 炎,过敏性 / 肺炎 / 外源性 / 过敏性 / 肺泡 / 炎
冠心病 / 不稳定性 / 心绞痛 / 支架 / 植入术 / 后,冠状动脉 / 粥样 / 硬化性 / 心脏病 / ## / 不稳定性 / 心绞痛 / ## / 冠状动脉 / 支架 / 植入术 / 后 / 状态
右膝 / 髋关节 / 病变 / 待查,膝关节 / 病 / ## / 髋关节 / 病
运动 / 发育 / 迟缓 / 歌舞伎 / 综合症,发育 / 迟滞 / ## / 歌舞伎 / 面谱 / 综合征 / Kabuki / 综合征
左心 / 收缩 / 功能 / 减弱,心功能 / 不全
乙状结肠 / 管状 / 腺癌 / 维持性 / 化学治疗,乙状结肠 / 恶性肿瘤 / ## / 管状 / 腺癌 / ## / 恶性肿瘤 / 维持性 / 化学治疗
